,Name,games_played,minutes_played,points_scored,goals_scored,goals_attempted,3_point_scored,3_point_attempted,free_throws_scored,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnover,5Yrs,Unnamed: 0,id,name,season
1547,,69,17.5,5.5,2.2,4.0,0.0,0.1,1.0,1.3,1.2,2.5,0.5,0.2,0.6,0.7,1,23.0,203086.0,Meyers Leonard,2012.0
1548,,38,11.3,5.3,2.0,4.0,0.6,1.4,0.8,1.0,0.2,0.8,1.2,0.5,0.0,0.8,1,24.0,203095.0,Evan Fournier,2012.0
1549,,78,17.3,5.0,1.8,4.7,0.8,2.5,0.6,0.9,0.4,1.9,1.2,0.8,0.2,0.6,1,25.0,203109.0,Jae Crowder,2012.0
1550,,70,15.1,4.8,2.0,4.6,0.0,0.0,0.8,1.6,1.7,2.8,0.7,0.6,0.4,1.3,0,26.0,203080.0,Thomas Robinson,2012.0
1551,,40,9.4,4.6,1.8,3.7,0.0,0.0,1.1,1.4,1.0,1.8,0.3,0.1,0.1,0.5,1,27.0,203118.0,Mike Scott,2012.0
1552,,57,11.2,4.1,1.8,3.5,0.0,0.0,0.5,0.8,1.1,2.5,0.9,0.2,0.5,0.6,1,28.0,203124.0,Kyle O'Quinn,2012.0
1553,,73,12.2,4.0,1.6,4.2,0.1,0.9,0.7,0.9,0.5,1.5,0.8,0.5,0.1,0.8,1,29.0,203115.0,Will Barton,2012.0
1554,,51,12.1,4.0,1.4,3.5,0.7,1.8,0.5,0.6,0.4,1.8,0.9,0.2,0.2,0.6,0,30.0,203111.0,Orlando Johnson,2012.0
1555,,72,12.8,3.8,1.5,3.3,0.4,1.1,0.5,0.6,0.3,1.6,1.9,0.6,0.1,1.1,0,31.0,201986.0,Nando De Colo,2012.0
1556,,49,16.6,3.8,1.5,3.9,0.5,1.8,0.3,0.6,0.6,1.8,0.9,0.5,0.2,0.9,0,32.0,201964.0,Victor Claver,2012.0
1557,,47,11.5,3.7,1.7,2.9,0.0,0.0,0.4,0.6,1.6,1.5,0.2,0.4,0.2,0.4,0,33.0,203102.0,Arnett Moultrie,2012.0
1558,,63,12.7,3.7,1.5,3.5,0.1,0.6,0.5,0.8,0.3,1.4,0.3,0.3,0.3,0.5,0,34.0,203199.0,DeQuan Jones,2012.0
1559,,53,9.4,3.5,1.3,3.5,0.7,2.0,0.2,0.2,0.6,1.2,0.4,0.2,0.2,0.4,1,35.0,203141.0,Mirza Teletovic,2012.0
1560,,78,16.2,3.5,1.3,2.8,0.7,1.7,0.3,0.3,0.5,1.3,3.0,0.9,0.0,1.1,0,36.0,203143.0,Pablo Prigioni,2012.0
1561,,47,12.3,3.3,1.3,3.5,0.3,0.8,0.4,0.7,0.2,0.8,0.7,0.3,0.0,0.6,0,37.0,203117.0,Doron Lamb,2012.0
1562,,23,6.4,3.1,1.0,3.0,0.4,1.3,0.6,0.6,0.2,0.6,0.2,0.1,0.1,0.3,1,38.0,203087.0,Jeremy Lamb,2012.0
1563,,48,14.6,3.0,1.2,3.1,0.5,1.5,0.2,0.3,0.1,0.8,3.0,0.5,0.1,1.2,0,39.0,203088.0,Kendall Marshall,2012.0
1564,,41,9.9,2.9,1.0,2.7,0.3,1.2,0.5,0.7,0.2,0.7,0.6,0.4,0.1,0.5,0,40.0,203119.0,Kim English,2012.0
1565,,79,13.4,2.9,1.1,3.3,0.2,0.8,0.6,0.7,0.7,2.6,0.7,0.5,0.3,0.6,1,41.0,203110.0,Draymond Green,2012.0
1566,,46,9.9,2.8,1.2,2.2,0.0,0.0,0.5,0.9,1.1,1.7,0.1,0.3,0.8,0.4,0,42.0,203108.0,Bernard James,2012.0
1567,,27,7.5,2.8,1.0,3.3,0.3,1.1,0.6,0.7,0.0,0.2,1.0,0.2,0.0,0.6,0,43.0,203146.0,Maalik Wayns,2012.0
1568,,51,9.4,2.6,1.1,2.8,0.0,0.0,0.4,0.5,0.8,1.5,0.3,0.3,0.2,0.4,0,44.0,200777.0,Joel Freeland,2012.0
1569,,35,7.8,2.6,0.9,2.5,0.1,0.5,0.6,0.8,0.4,0.4,1.2,0.2,0.1,0.8,0,45.0,203100.0,Tony Wroten,2012.0
1570,,78,14.4,2.4,0.9,2.2,0.0,0.0,0.6,1.0,1.8,2.2,0.3,0.3,0.9,0.8,0,46.0,203105.0,Festus Ezeli,2012.0
1571,,38,7.4,2.3,1.0,2.6,0.0,0.1,0.3,0.4,0.3,1.3,0.3,0.1,0.2,0.4,0,47.0,203103.0,Perry Jones III,2012.0
1572,,52,13.3,2.3,0.8,2.1,0.4,1.1,0.2,0.2,0.2,1.3,0.8,0.3,0.2,0.4,1,48.0,203121.0,Darius Miller,2012.0
1573,,38,5.8,2.2,0.8,2.3,0.2,0.3,0.4,0.7,0.1,0.4,0.6,0.3,0.0,0.7,0,49.0,203116.0,Tyshawn Taylor,2012.0
1574,,48,8.2,2.1,0.9,2.4,0.1,0.5,0.2,0.3,0.1,0.9,1.3,0.2,0.1,0.7,1,50.0,203104.0,Marquis Teague,2012.0
1575,,61,4.4,2.0,0.7,1.9,0.2,0.6,0.4,0.7,0.1,0.3,0.4,0.3,0.1,0.3,1,51.0,203145.0,Kent Bazemore,2012.0
1576,,19,4.9,1.6,0.5,1.2,0.1,0.1,0.5,0.8,0.5,0.7,0.2,0.2,0.1,0.6,0,52.0,203129.0,Tornike Shengelia,2012.0
1577,,51,30.5,18.5,6.9,14.6,1.4,3.6,3.4,3.8,0.9,2.9,5.4,1.1,0.4,3.1,1,0.0,202681.0,Kyrie Irving,2011.0
1578,,66,32.3,12.8,4.8,11.7,1.6,4.2,1.6,2.1,0.5,2.7,3.8,0.7,0.2,2.6,1,1.0,202688.0,Brandon Knight,2011.0
1579,,56,29.4,12.6,4.9,11.4,0.8,2.7,2.0,2.6,1.3,2.3,2.3,0.9,0.3,2.1,1,2.0,202705.0,MarShon Brooks,2011.0
1580,,66,24.4,12.5,4.8,10.9,1.7,4.1,1.2,1.4,0.4,2.1,2.0,0.7,0.3,1.6,1,3.0,202691.0,Klay Thompson,2011.0
1581,,66,27.2,12.1,4.3,11.6,1.0,3.4,2.5,3.2,0.5,3.1,4.4,0.9,0.3,1.8,1,4.0,202689.0,Kemba Walker,2011.0
1582,,65,25.5,11.5,3.9,8.8,1.3,3.4,2.4,2.8,0.7,1.8,4.1,0.8,0.1,1.6,1,5.0,202738.0,Isaiah Thomas,2011.0
1583,,41,34.2,10.6,3.4,9.5,0.8,2.3,3.1,3.8,0.5,3.7,8.2,2.2,0.2,3.2,1,6.0,201937.0,Ricky Rubio,2011.0
1584,,46,22.5,10.2,3.9,6.7,0.0,0.0,2.4,3.6,3.1,4.6,0.8,0.7,1.0,1.2,1,7.0,202702.0,Kenneth Faried,2011.0
1585,,59,28.9,9.5,3.6,9.1,0.8,2.7,1.5,1.8,0.7,2.4,2.8,1.7,0.1,1.9,1,8.0,202697.0,Iman Shumpert,2011.0
1586,,63,28.6,9.5,3.9,8.7,1.0,2.8,0.7,1.2,1.4,3.3,2.1,1.2,0.5,1.3,1,9.0,202718.0,Chandler Parsons,2011.0
1587,,66,21.5,8.8,3.1,7.5,0.6,2.1,2.1,3.0,1.2,3.5,0.6,0.5,0.5,1.2,1,10.0,202682.0,Derrick Williams,2011.0
1588,,60,23.7,8.2,3.2,7.4,0.0,0.0,1.8,3.2,3.1,3.4,0.5,0.5,1.0,1.4,1,11.0,202684.0,Tristan Thompson,2011.0
1589,,64,24.0,7.9,3.1,6.3,0.6,1.7,1.1,1.4,1.6,3.5,1.1,1.3,0.4,0.7,1,12.0,202695.0,Kawhi Leonard,2011.0
1590,,61,18.6,7.6,2.8,7.3,1.3,3.5,0.7,0.8,0.3,0.9,1.8,0.5,0.0,1.1,1,13.0,202690.0,Jimmer Fredette,2011.0
1591,,63,19.5,7.4,2.8,6.9,0.7,2.0,1.2,1.7,1.1,3.3,1.0,0.7,0.7,1.1,1,14.0,202693.0,Markieff Morris,2011.0
1592,,59,15.9,7.2,2.6,6.1,0.3,0.8,1.8,2.4,1.0,1.3,0.9,0.5,0.1,0.9,1,15.0,202692.0,Alec Burks,2011.0
1593,,65,19.4,6.8,2.7,6.9,0.3,1.2,1.0,1.3,0.3,1.1,2.0,0.7,0.0,1.6,1,16.0,202708.0,Norris Cole,2011.0
1594,,56,16.7,6.4,2.5,4.9,0.0,0.1,1.3,1.8,1.2,2.9,0.6,0.8,0.3,1.2,0,17.0,201274.0,Ivan Johnson,2011.0
1595,,54,20.1,5.9,2.6,4.8,0.0,0.0,0.7,1.2,1.6,3.3,1.4,1.0,0.9,0.9,0,18.0,202970.0,Gustavo Ayon,2011.0
1596,,51,17.5,5.8,2.5,5.7,0.1,0.4,0.7,0.8,0.2,1.2,3.3,0.6,0.1,1.2,0,19.0,202724.0,Charles Jenkins,2011.0
1597,,51,15.9,5.5,2.6,5.7,0.1,0.2,0.4,0.7,1.7,3.1,0.6,0.4,0.7,0.6,1,20.0,202696.0,Nikola Vucevic,2011.0
1598,,33,20.3,5.5,2.4,6.0,0.1,0.8,0.7,0.9,0.5,1.5,3.2,0.4,0.1,1.5,0,21.0,202388.0,Donald Sloan,2011.0
1599,,63,23.1,5.2,2.0,4.4,0.0,0.0,1.1,2.3,1.8,4.0,0.4,0.3,1.8,1.1,1,22.0,202687.0,Bismack Biyombo,2011.0
1600,,42,11.4,5.0,1.9,4.0,0.1,0.5,1.0,1.3,0.7,1.7,0.5,0.3,0.2,0.7,1,23.0,202699.0,Tobias Harris,2011.0
1601,,42,13.5,4.9,2.1,5.0,0.0,0.0,0.7,1.2,1.3,2.0,0.4,0.4,0.5,0.9,0,24.0,202719.0,Jeremy Tyler,2011.0
1602,,46,12.1,4.7,2.1,4.2,0.1,0.2,0.5,0.6,1.0,1.6,0.5,0.3,0.4,0.4,1,25.0,202720.0,Jon Leuer,2011.0
1603,,57,18.9,4.7,2.1,3.8,0.0,0.0,0.6,1.1,1.8,2.6,0.8,0.7,0.6,1.1,0,26.0,202686.0,Jan Vesely,2011.0
1604,,66,21.7,4.6,1.8,4.7,0.7,1.9,0.5,0.7,0.7,2.9,0.7,1.1,0.5,0.6,0,27.0,202698.0,Chris Singleton,2011.0
1605,,66,13.2,4.6,1.8,3.6,0.0,0.0,1.1,1.6,1.6,2.6,0.1,0.3,0.3,0.8,1,28.0,202683.0,Enes Freedom,2011.0
1606,,43,14.8,4.6,1.8,3.5,0.0,0.0,1.0,1.5,1.5,2.1,0.3,0.5,0.3,0.5,0,29.0,202716.0,Jordan Williams,2011.0
1607,,26,9.9,4.4,1.8,4.3,0.7,1.8,0.1,0.2,0.4,2.0,0.8,0.2,0.1,0.6,0,30.0,202706.0,Jordan Hamilton,2011.0
1608,,37,14.6,4.4,1.7,4.0,0.5,1.6,0.4,0.7,1.3,2.6,0.3,0.6,0.5,0.5,0,31.0,202725.0,Josh Harrellson,2011.0
1609,,40,10.5,4.4,1.7,4.4,0.7,1.9,0.3,0.3,0.1,0.7,0.5,0.1,0.0,0.5,0,32.0,202726.0,Andrew Goudelock,2011.0
1610,,41,15.2,4.1,1.9,4.1,0.0,0.0,0.3,0.3,1.1,3.0,0.8,0.3,0.4,0.5,1,33.0,202730.0,Lavoy Allen,2011.0
1611,,42,15.0,4.0,1.4,3.0,0.0,0.0,1.2,1.5,1.2,1.8,0.3,0.2,0.2,0.6,1,34.0,202498.0,Lance Thomas,2011.0
1612,,38,11.1,3.9,1.4,4.2,0.1,0.5,1.1,1.6,0.2,0.7,0.9,0.1,0.2,1.0,0,35.0,202809.0,Cory Higgins,2011.0
1613,,44,12.3,3.8,1.5,4.1,0.3,1.0,0.5,0.6,0.4,0.9,1.4,0.4,0.1,1.0,0,36.0,202701.0,Nolan Smith,2011.0
1614,,64,12.2,3.6,1.4,3.4,0.2,0.7,0.7,0.9,0.2,1.3,2.0,0.4,0.0,0.8,1,37.0,202714.0,Shelvin Mack,2011.0
1615,,19,12.8,3.3,1.2,3.1,0.1,0.5,0.7,0.9,0.5,0.9,1.6,0.4,0.2,0.9,0,38.0,202723.0,Malcolm Lee,2011.0
1616,,36,8.3,3.2,1.5,3.4,0.0,0.0,0.2,0.3,0.6,1.1,0.2,0.1,0.4,0.4,0,39.0,202707.0,JaJuan Johnson,2011.0
1617,,45,11.1,3.1,1.1,3.5,0.3,1.4,0.6,0.6,0.3,0.9,1.6,0.6,0.0,0.8,1,40.0,202704.0,Reggie Jackson,2011.0
1618,,55,13.9,2.9,1.2,2.2,0.0,0.0,0.5,0.7,0.9,2.3,0.5,0.7,1.5,0.6,0,41.0,201880.0,Greg Stiemsma,2011.0
1619,,38,8.7,2.9,1.1,3.0,0.4,1.2,0.2,0.2,0.1,0.8,0.9,0.3,0.1,0.6,1,42.0,202734.0,E'Twaun Moore,2011.0
1620,,44,9.6,2.9,1.1,3.4,0.2,0.9,0.4,0.6,0.3,0.6,1.3,0.3,0.0,1.0,1,43.0,202951.0,Jeremy Pargo,2011.0
1621,,42,8.5,2.6,0.8,1.9,0.0,0.3,1.0,1.3,0.5,0.8,0.3,0.3,0.1,0.3,1,44.0,202710.0,Jimmy Butler,2011.0
1622,,26,9.7,2.2,1.0,2.3,0.0,0.0,0.2,0.5,0.5,1.7,0.2,0.2,0.8,0.3,0,45.0,202148.0,Mickell Gladness,2011.0
1623,,29,9.2,2.0,0.8,2.4,0.1,0.5,0.4,0.6,0.2,0.7,1.2,0.2,0.1,0.4,1,46.0,202709.0,Cory Joseph,2011.0
1624,,82,38.0,22.5,8.5,16.8,0.1,0.3,5.4,8.5,3.3,8.8,3.8,0.8,0.5,2.7,1,0.0,201933.0,Blake Griffin,2010.0
1625,,69,37.8,16.4,5.8,14.1,0.5,1.7,4.4,5.7,0.5,4.1,8.3,1.8,0.5,3.8,1,1.0,202322.0,John Wall,2010.0
1626,,81,28.5,14.1,5.3,12.4,0.0,0.2,3.4,5.0,2.7,6.0,2.5,1.0,0.8,3.3,1,2.0,202326.0,DeMarcus Cousins,2010.0
1627,,42,24.5,11.7,4.6,11.9,0.8,3.0,1.7,2.0,0.7,1.8,2.8,0.9,0.1,2.0,1,3.0,202348.0,Jordan Crawford,2010.0
1628,,80,21.1,9.8,3.6,7.9,1.6,3.9,1.1,1.3,0.3,2.2,1.2,0.3,0.1,1.0,1,4.0,202390.0,Gary Neal,2010.0
1629,,82,31.0,9.7,3.6,7.3,1.0,2.7,1.4,1.8,1.3,5.1,1.9,1.0,0.2,1.3,0,5.0,202361.0,Landry Fields,2010.0
1630,,80,27.8,9.4,3.8,6.9,0.0,0.0,1.8,2.9,3.1,4.4,1.3,1.2,0.6,1.0,1,6.0,202328.0,Greg Monroe,2010.0
1631,,79,26.2,9.0,3.4,8.6,1.3,3.7,0.8,1.2,0.6,2.4,1.9,0.7,0.7,1.2,1,7.0,202325.0,Wesley Johnson,2010.0
1632,,61,20.7,7.8,2.9,6.5,0.7,2.3,1.3,1.7,0.6,3.1,1.1,1.0,0.4,1.1,1,8.0,202331.0,Paul George,2010.0
1633,,37,18.9,7.8,3.0,6.5,0.0,0.1,1.8,3.0,2.0,2.2,0.5,0.4,0.5,1.4,0,9.0,202396.0,Samardo Samuels,2010.0
1634,,65,24.6,7.7,3.3,5.7,0.0,0.0,1.1,2.0,2.6,4.5,0.6,0.6,1.0,0.7,1,10.0,202334.0,Ed Davis,2010.0
1635,,78,23.0,7.2,2.9,6.8,0.2,0.6,1.3,1.6,0.5,3.4,2.0,0.6,0.2,1.0,1,11.0,202323.0,Evan Turner,2010.0
1636,,44,21.5,6.9,3.0,7.0,0.6,2.1,0.4,0.6,0.6,2.2,0.8,0.8,0.6,1.1,0,12.0,201963.0,Christian Eyenga,2010.0
1637,,78,19.7,6.8,2.8,5.3,0.0,0.0,1.3,2.2,2.2,3.1,0.5,0.4,0.9,1.0,1,13.0,202324.0,Derrick Favors,2010.0
1638,,81,22.7,6.7,2.5,6.0,0.4,1.4,1.2,1.6,0.8,1.9,3.6,1.1,0.3,2.4,1,14.0,202339.0,Eric Bledsoe,2010.0
1639,,52,16.7,6.3,2.9,5.1,0.0,0.0,0.6,0.8,1.7,2.2,0.8,0.3,0.7,0.6,1,15.0,202335.0,Patrick Patterson,2010.0
1640,,54,17.3,5.9,2.0,5.4,0.6,1.7,1.3,1.7,0.7,1.9,1.6,0.6,0.1,1.2,1,16.0,202412.0,Manny Harris,2010.0
1641,,81,17.9,5.6,2.0,5.0,0.6,1.8,1.1,1.5,0.9,2.4,0.7,0.7,0.3,1.3,1,17.0,202329.0,Al-Farouq Aminu,2010.0
1642,,65,13.6,5.5,2.1,4.0,0.0,0.0,1.3,1.8,1.4,1.6,0.4,0.3,0.5,1.4,1,18.0,201593.0,Nikola Pekovic,2010.0
1643,,72,16.9,5.4,2.0,4.1,0.5,1.0,1.0,1.3,0.6,1.4,1.1,0.4,0.3,1.0,1,19.0,202330.0,Gordon Hayward,2010.0
1644,,65,16.4,5.3,2.1,3.9,0.0,0.0,1.0,1.6,1.5,2.4,0.5,0.4,0.6,0.6,1,20.0,202344.0,Trevor Booker,2010.0
1645,,63,12.6,5.2,2.0,4.3,0.3,0.9,0.9,1.4,0.4,1.4,0.8,0.4,0.1,0.7,0,21.0,201814.0,Gary Forbes,2010.0
1646,,60,12.3,4.6,1.7,3.2,0.0,0.0,1.3,2.3,1.2,2.2,0.4,0.5,0.3,0.5,1,22.0,201168.0,Tiago Splitter,2010.0
1647,,38,13.9,4.3,1.7,4.2,0.1,0.4,0.9,1.4,0.2,0.7,0.5,0.3,0.1,0.3,0,23.0,202333.0,Xavier Henry,2010.0
1648,,60,14.5,4.3,1.9,4.5,0.0,0.0,0.5,0.8,1.0,2.0,0.3,0.4,1.2,0.6,1,24.0,202336.0,Larry Sanders,2010.0
1649,,62,13.8,4.1,1.7,4.2,0.1,0.5,0.6,0.7,0.1,1.0,2.6,0.5,0.0,0.8,0,25.0,200817.0,Pooh Jeter,2010.0
1650,,58,17.8,4.1,1.7,3.8,0.0,0.0,0.7,1.1,1.4,1.7,0.7,0.4,1.5,0.8,1,26.0,202327.0,Ekpe Udoh,2010.0
1651,,41,14.5,4.0,1.5,2.7,0.0,0.0,1.0,1.5,0.9,2.0,0.5,0.4,0.6,0.8,0,27.0,201623.0,Semih Erden,2010.0
1652,,49,13.1,3.9,1.6,4.2,0.3,1.3,0.4,0.5,0.8,2.1,0.6,0.3,0.3,0.3,0,28.0,202376.0,Luke Harangody,2010.0
1653,,42,10.0,3.8,1.3,3.7,0.4,1.4,0.8,1.0,0.5,1.1,0.7,0.3,0.2,0.5,0,29.0,202351.0,Lazar Hayward,2010.0
1654,,42,10.4,3.8,1.5,3.4,0.1,0.2,0.8,1.3,0.7,0.7,1.6,0.3,0.2,0.6,0,30.0,202386.0,Ben Uzoh,2010.0
1655,,49,9.4,3.6,1.6,2.3,0.0,0.0,0.5,0.8,0.7,1.2,0.5,0.3,0.3,0.4,1,31.0,202379.0,Jeremy Evans,2010.0
1656,,45,11.6,3.6,1.4,3.0,0.0,0.0,0.8,1.2,1.0,1.7,0.3,0.3,0.6,0.8,1,32.0,202389.0,Timofey Mozgov,2010.0
1657,,70,12.3,3.6,1.4,3.3,0.4,1.2,0.5,0.6,0.2,0.9,2.2,0.3,0.1,1.0,1,33.0,202349.0,Greivis Vasquez,2010.0
1658,,38,7.3,2.9,1.2,2.7,0.1,0.3,0.3,0.6,0.3,0.7,1.2,0.1,0.0,1.0,0,34.0,202356.0,Armon Johnson,2010.0
1659,,66,11.1,2.8,1.1,2.7,0.3,0.8,0.4,0.5,0.3,1.0,0.4,0.3,0.2,0.2,1,35.0,202347.0,Quincy Pondexter,2010.0
1660,,82,12.1,2.8,1.0,1.7,0.0,0.0,0.9,1.8,1.4,2.4,0.4,0.2,0.7,0.8,1,36.0,201600.0,Omer Asik,2010.0
1661,,58,10.9,2.7,1.1,2.5,0.0,0.0,0.4,0.5,1.4,1.2,0.2,0.3,0.5,0.7,1,37.0,202338.0,Kevin Seraphin,2010.0
1662,,43,10.3,2.3,1.0,2.7,0.1,0.2,0.3,0.5,0.2,0.9,1.8,0.4,0.0,0.8,1,38.0,202397.0,Ish Smith,2010.0
1663,,22,7.2,2.3,1.0,2.7,0.0,0.5,0.4,0.7,0.3,0.7,1.1,0.2,0.1,0.8,0,39.0,201203.0,Mustafa Shakur,2010.0
1664,,41,5.2,2.0,0.8,1.6,0.0,0.0,0.4,0.6,0.5,0.6,0.2,0.1,0.2,0.5,0,40.0,202382.0,Derrick Caracter,2010.0
1665,,18,7.9,1.0,0.4,0.8,0.0,0.0,0.1,0.2,0.7,1.2,0.2,0.3,0.4,0.4,1,41.0,202332.0,Cole Aldrich,2010.0
1666,,72,37.2,20.1,7.4,16.2,0.5,2.0,4.8,6.5,0.9,4.4,5.8,1.5,0.4,3.0,1,0.0,201936.0,Tyreke Evans,2009.0
1667,,80,36.2,17.5,6.6,14.3,2.1,4.8,2.2,2.5,0.6,3.9,5.9,1.9,0.2,3.0,1,1.0,201939.0,Stephen Curry,2009.0
1668,,82,32.6,15.5,5.5,14.8,1.8,4.7,2.7,3.3,0.6,2.8,5.7,1.3,0.2,2.4,1,2.0,201943.0,Brandon Jennings,2009.0
1669,,73,25.6,14.5,5.5,12.1,1.6,4.3,2.0,2.4,1.0,1.9,1.6,0.8,0.2,1.0,1,3.0,201977.0,Marcus Thornton,2009.0
1670,,81,28.9,13.5,4.9,11.8,1.0,2.7,2.8,3.3,0.3,2.1,4.4,1.0,0.0,2.9,0,4.0,201938.0,Jonny Flynn,2009.0
1671,,76,27.8,12.4,4.9,10.4,0.6,1.5,1.9,2.3,0.5,2.0,5.7,1.0,0.1,2.7,1,5.0,201954.0,Darren Collison,2009.0
1672,,77,25.1,10.3,3.9,8.7,1.0,2.6,1.5,2.3,1.0,3.6,1.2,0.7,0.2,1.3,1,6.0,201956.0,Omri Casspi,2009.0
1673,,76,22.9,9.9,3.1,7.6,1.2,3.3,2.6,3.2,0.6,2.6,1.8,1.1,0.3,1.4,1,7.0,201935.0,James Harden,2009.0
1674,,82,24.7,9.4,3.3,6.9,0.8,2.0,2.0,2.4,0.6,1.7,1.5,0.8,0.2,1.1,1,8.0,202083.0,Wesley Matthews,2009.0
1675,,80,27.9,9.3,3.6,7.5,0.5,1.4,1.6,2.2,2.4,3.6,0.7,1.0,0.4,1.0,1,9.0,201973.0,Jonas Jerebko,2009.0
1676,,82,26.9,9.0,3.8,7.7,0.0,0.0,1.4,2.1,2.8,4.7,0.9,0.6,1.3,1.4,1,10.0,201959.0,Taj Gibson,2009.0
1677,,74,20.1,8.9,3.4,7.6,1.2,3.4,0.9,1.2,0.5,2.5,1.2,0.5,0.1,0.6,1,11.0,201978.0,Chase Budinger,2009.0
1678,,77,21.6,8.6,3.3,6.6,0.1,0.2,1.9,2.5,0.9,2.0,0.7,0.6,0.2,0.8,1,12.0,201942.0,DeMar DeRozan,2009.0
1679,,56,19.4,8.6,3.2,7.0,1.2,3.1,1.0,1.2,0.7,1.2,2.0,0.8,0.1,1.0,1,13.0,201962.0,Toney Douglas,2009.0
1680,,78,22.6,8.4,3.3,8.3,0.4,1.3,1.3,1.8,0.6,3.9,2.9,0.6,0.1,1.6,0,14.0,201944.0,Terrence Williams,2009.0
1681,,65,20.3,8.3,3.1,6.0,0.5,1.3,1.6,2.2,0.6,1.3,3.1,0.7,0.0,1.3,1,15.0,201951.0,Ty Lawson,2009.0
1682,,73,24.2,8.0,3.2,7.1,0.8,2.2,0.9,1.2,0.8,1.8,3.8,1.1,0.2,2.1,1,16.0,201950.0,Jrue Holiday,2009.0
1683,,82,18.2,7.8,3.4,6.0,0.0,0.0,1.1,2.0,2.4,4.0,0.8,0.6,0.5,1.4,1,17.0,201971.0,DeJuan Blair,2009.0
1684,,80,16.5,7.4,2.8,6.2,0.1,0.7,1.7,2.2,1.0,1.6,0.7,0.4,0.3,1.2,0,18.0,201970.0,Sam Young,2009.0
1685,,56,15.4,7.3,2.6,6.3,1.1,3.1,1.1,1.3,0.2,1.4,1.9,0.6,0.1,1.1,1,19.0,201985.0,AJ Price,2009.0
1686,,56,12.5,7.1,2.8,5.3,0.8,2.0,0.8,0.9,0.2,1.2,1.3,0.5,0.2,1.0,0,20.0,201958.0,Rodrigue Beaubois,2009.0
1687,,76,18.2,6.6,2.5,5.9,0.8,2.1,0.8,0.9,0.4,1.7,1.0,0.3,0.1,1.0,1,21.0,201961.0,Wayne Ellington,2009.0
1688,,73,18.1,6.3,2.8,5.1,0.0,0.0,0.8,1.3,1.9,3.5,0.1,0.3,1.3,0.9,1,22.0,201586.0,Serge Ibaka,2009.0
1689,,47,13.3,5.2,2.1,4.3,0.0,0.0,1.0,1.4,1.6,2.1,0.4,0.3,0.4,0.6,1,23.0,201941.0,Jordan Hill,2009.0
1690,,69,13.3,5.1,2.0,4.3,0.4,1.4,0.7,0.8,0.5,2.0,0.5,0.4,0.4,0.7,1,24.0,201948.0,Austin Daye,2009.0
1691,,27,12.4,5.0,1.6,3.7,0.5,1.4,1.3,1.9,0.2,0.9,0.8,0.5,0.2,1.0,1,25.0,202066.0,Garrett Temple,2009.0
1692,,81,15.7,4.7,1.9,4.5,0.3,0.9,0.6,0.9,0.3,1.3,3.3,0.5,0.1,1.0,0,26.0,201953.0,Eric Maynor,2009.0
1693,,60,12.0,4.7,1.7,4.5,0.7,2.2,0.5,0.7,0.2,1.5,0.7,0.3,0.1,0.4,1,27.0,201975.0,Jodie Meeks,2009.0
1694,,60,13.1,4.5,1.8,3.6,0.0,0.1,0.9,1.2,0.9,1.9,0.6,0.2,0.6,0.5,0,28.0,201805.0,Chris Hunter,2009.0
1695,,65,11.6,3.9,1.5,3.2,0.2,0.7,0.8,1.1,0.5,1.4,0.7,0.3,0.7,1.0,1,29.0,201949.0,James Johnson,2009.0
1696,,63,11.2,3.9,1.7,3.4,0.0,0.0,0.5,0.8,0.9,1.7,0.2,0.4,0.3,0.2,1,30.0,201967.0,Dante Cunningham,2009.0
1697,,57,9.4,3.3,1.2,2.6,0.0,0.1,0.8,1.3,0.5,0.8,0.3,0.4,0.2,0.3,0,31.0,201974.0,Derrick Brown,2009.0
1698,,71,10.1,3.2,1.3,3.2,0.1,0.5,0.6,0.7,0.1,0.9,1.7,0.5,0.2,0.7,1,32.0,201952.0,Jeff Teague,2009.0
1699,,68,13.0,3.1,1.1,1.9,0.0,0.0,0.8,1.4,1.3,2.3,0.2,0.2,1.3,0.6,0,33.0,201934.0,Hasheem Thabeet,2009.0
1700,,44,9.2,3.0,1.0,3.0,0.3,1.0,0.6,0.9,0.3,0.7,0.4,0.2,0.2,0.4,0,34.0,201969.0,DaJuan Summers,2009.0
1701,,71,11.2,2.9,1.2,3.1,0.0,0.1,0.5,0.7,0.7,1.4,0.5,0.4,0.1,0.3,1,35.0,201960.0,DeMarre Carroll,2009.0
1702,,52,12.6,2.8,1.1,2.0,0.0,0.0,0.7,1.2,2.0,2.1,0.4,0.3,0.1,0.4,0,36.0,201972.0,Jon Brockman,2009.0
1703,,51,7.5,2.7,1.1,3.0,0.0,0.1,0.5,0.7,0.4,0.9,0.4,0.1,0.3,0.5,1,37.0,201947.0,Earl Clark,2009.0
1704,,39,10.4,2.7,1.1,1.7,0.0,0.0,0.5,0.5,0.6,1.9,0.0,0.2,0.4,0.3,1,38.0,201965.0,Jeff Ayres,2009.0
1705,,43,8.3,2.6,0.9,2.4,0.1,0.4,0.8,1.1,0.3,0.9,0.3,0.2,0.2,0.3,1,39.0,201945.0,Gerald Henderson,2009.0
1706,,18,6.2,2.4,0.9,2.4,0.5,1.6,0.2,0.3,0.3,0.8,0.0,0.1,0.1,0.3,0,40.0,202068.0,Marcus Landry,2009.0
