Name,GP,MIN,PTS,FGS,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TOV,5Yrs
Dane Suttle,40,11.7,6.5,2.7,5.4,0.0,0.1,1.0,1.2,0.5,0.6,1.2,0.5,0.0,0.8,0
Scooter McCray,47,11.1,2.7,1.0,2.6,0.0,0.0,0.7,1.1,1.0,1.5,0.9,0.2,0.4,0.7,0
Sedale Threatt,45,10.3,3.3,1.4,3.3,0.0,0.2,0.5,0.6,0.4,0.5,0.9,0.3,0.0,0.7,1
John Paxson,49,9.3,2.9,1.2,2.8,0.1,0.4,0.3,0.5,0.1,0.6,3.0,0.2,0.0,0.7,1
Leroy Combs,48,9.3,4.5,1.7,3.4,0.0,0.1,1.2,1.9,0.4,0.8,0.8,0.5,0.4,1.0,0
Larry Micheaux,39,8.5,3.1,1.3,2.3,0.0,0.0,0.5,1.0,1.0,1.9,0.5,0.5,0.3,0.5,0
Randy Breuer,57,8.3,2.9,1.2,3.1,0.0,0.0,0.6,0.8,0.8,1.1,0.3,0.2,0.7,0.6,1
Pace Mannion,57,8.2,2.1,0.9,2.2,0.1,0.2,0.3,0.4,0.4,0.6,0.8,0.4,0.0,0.4,1
Kris Dunn,33,16.9,4.1,1.5,4.1,0.3,0.9,0.8,1.2,0.4,1.9,2.4,1.0,0.3,1.2,0
Robbie Hummel,53,12.4,3.4,1.3,3.3,0.6,1.7,0.3,0.3,0.7,1.8,0.4,0.3,0.0,0.2,0
Bruce Kuczenski,15,7.9,1.9,0.7,2.5,0.0,0.0,0.5,0.8,0.5,1.1,0.5,0.1,0.1,1.0,0
Russell Cross,45,7.9,3.7,1.4,2.5,0.0,0.0,0.8,2.0,0.8,1.0,0.5,0.3,0.2,0.4,0
Bob Hansen,55,7.6,2.7,1.2,2.6,0.0,0.1,0.3,0.5,0.2,0.6,0.8,0.3,0.1,0.6,1
Greg Kite,35,5.6,1.9,0.9,1.9,0.0,0.0,0.1,0.5,0.8,1.0,0.2,0.0,0.1,0.6,1
Terry Cummings,70,36.2,23.7,9.8,18.7,0.0,0.0,4.2,5.9,4.3,6.3,2.5,1.8,0.9,2.9,1
Clark Kellogg,81,34.1,20.1,8.4,17.5,0.0,0.2,3.2,4.3,4.2,6.4,2.8,1.7,0.5,2.7,1
Quintin Dailey,76,27.4,15.1,6.2,13.3,0.1,0.3,2.7,3.7,1.1,2.3,3.7,0.9,0.1,2.7,1
Rod Higgins,82,26.8,10.3,3.8,8.5,0.2,0.5,2.5,3.2,1.9,2.5,2.1,0.8,0.8,1.6,1
Craig Hodges,76,26.6,9.9,4.2,9.3,0.3,1.2,1.2,1.7,0.7,0.9,3.6,1.1,0.1,2.1,1
Jeff Withey,58,11.8,3.3,1.2,2.2,0.0,0.0,0.9,1.3,0.8,1.7,0.4,0.3,0.9,0.3,0
James Worthy*,77,25.6,13.4,5.8,10.0,0.0,0.1,1.8,2.9,2.0,3.1,1.7,1.2,0.8,2.3,1
Trent Tucker,78,23.5,8.4,3.8,8.3,0.2,0.4,0.6,0.8,1.0,1.8,2.5,0.7,0.1,0.9,1
Terry Teagle,73,23.4,10.4,4.5,10.6,0.1,0.4,1.2,1.7,1.0,1.6,2.1,0.7,0.3,1.9,1
Marc Iavaroni,80,20.2,5.1,2.0,4.4,0.0,0.0,1.0,1.4,1.5,2.7,1.0,0.4,0.6,1.7,1
Ed Nealy,82,20.0,4.4,1.8,3.0,0.0,0.0,0.9,1.4,2.1,3.8,0.8,0.8,0.1,0.6,1
Rob Williams,74,19.5,7.0,2.6,6.3,0.0,0.2,1.8,2.4,0.5,1.3,4.9,1.2,0.2,2.5,0
Jerry Eaves,82,19.4,9.3,3.4,7.0,0.0,0.1,2.4,3.0,0.4,1.1,2.6,0.6,0.0,1.9,0
Paul Pressey,79,19.3,6.7,2.7,5.9,0.0,0.1,1.3,2.2,1.1,2.5,2.6,1.3,0.6,2.0,1
Brandon Davies,51,11.3,2.8,1.1,2.5,0.0,0.2,0.7,1.0,0.7,1.4,0.5,0.5,0.2,0.7,0
Lester Conner,75,18.9,4.9,1.9,4.0,0.0,0.1,1.1,1.5,0.9,2.0,3.4,1.6,0.1,1.3,1
Mark Eaton,81,18.9,4.3,1.8,4.4,0.0,0.0,0.7,1.1,1.1,4.6,1.4,0.3,3.4,1.7,1
Bill Garnett,75,18.8,6.3,2.3,4.3,0.0,0.0,1.7,2.3,1.9,3.5,1.4,0.6,0.9,1.1,0
Jeff Taylor,44,17.6,3.6,1.5,3.6,0.0,0.0,0.7,1.0,0.6,1.2,2.5,0.9,0.3,1.4,0
Jeff Taylor,77,19.6,6.1,2.2,5.2,0.7,2.0,1.0,1.3,0.7,1.3,0.8,0.6,0.2,0.6,0
Bryan Warrick,43,16.9,4.0,1.5,4.0,0.0,0.1,1.0,1.3,0.3,1.3,2.9,0.5,0.2,1.6,0
Sleepy Floyd,76,16.4,8.1,3.0,6.9,0.1,0.3,2.0,2.4,0.7,1.1,1.8,0.8,0.2,1.4,1
Richard Anderson,78,16.3,5.2,2.2,5.5,0.1,0.2,0.6,0.9,1.4,2.1,1.5,0.7,0.3,1.2,1
Russ Schoene,77,15.9,6.2,2.7,5.6,0.0,0.1,0.8,1.1,1.2,2.1,0.8,0.3,0.3,1.1,0
John Bagley,68,14.6,5.7,2.4,5.5,0.0,0.2,0.9,1.2,0.3,1.2,2.5,0.8,0.1,1.7,1
Archie Goodwin,52,10.3,3.7,1.5,3.2,0.1,0.7,0.7,1.1,0.5,1.2,0.4,0.4,0.2,0.8,0
Cliff Levingston,62,14.2,5.6,2.1,4.4,0.0,0.0,1.4,2.4,1.7,2.1,0.8,0.4,0.6,1.2,1
LaSalle Thompson,71,13.9,5.4,2.1,4.0,0.0,0.0,1.3,1.9,1.9,3.4,0.5,0.6,0.9,1.4,1
Bruce Flowers,53,13.2,4.9,2.1,3.9,0.0,0.0,0.8,1.0,1.3,2.1,0.9,0.4,0.2,0.8,0
Corny Thompson,44,11.8,2.8,1.0,3.1,0.0,0.0,0.8,1.0,0.9,1.8,0.8,0.3,0.2,0.7,0
Walker Russell,68,11.1,2.7,1.0,2.7,0.0,0.3,0.7,0.9,0.3,0.8,1.9,0.2,0.0,1.4,0
David Thirdkill,49,10.6,4.0,1.5,3.5,0.0,0.1,0.9,1.6,0.6,0.9,0.7,0.4,0.1,1.0,1
Dave Batton,54,10.3,3.3,1.6,3.5,0.0,0.1,0.1,0.3,0.8,1.4,0.5,0.3,0.2,0.5,0
Darren Tillis,52,10.1,3.2,1.5,3.5,0.0,0.0,0.3,0.5,0.8,1.7,0.3,0.1,0.6,0.4,0
Brook Steppe,62,9.8,4.0,1.4,2.8,0.0,0.1,1.2,1.6,0.4,0.8,1.1,0.4,0.1,0.9,1
Rory White,65,9.6,5.0,2.0,3.6,0.0,0.0,1.1,1.7,0.7,0.9,0.5,0.3,0.0,0.8,1
Andre Roberson,40,10.0,1.9,0.8,1.7,0.1,0.3,0.2,0.3,0.9,1.5,0.4,0.5,0.3,0.5,0
Linton Townes,55,9.4,4.5,1.9,4.3,0.2,0.5,0.5,0.7,0.5,0.6,0.6,0.3,0.1,0.6,0
Eddie Phillips,48,8.7,3.2,1.2,2.9,0.0,0.0,0.8,1.2,0.6,1.0,0.6,0.3,0.2,1.0,0
Jim Johnstone,23,8.3,1.3,0.5,1.3,0.0,0.0,0.4,0.9,0.7,1.3,0.5,0.1,0.3,0.7,0
Jose Slaughter,63,8.2,3.6,1.4,3.8,0.1,0.7,0.6,0.9,0.5,0.5,0.8,0.6,0.1,0.7,0
Rickey Williams,44,7.9,3.3,1.3,3.1,0.0,0.1,0.8,1.2,0.3,0.5,0.8,0.5,0.1,0.9,0
Chris Engler,54,6.8,1.5,0.7,1.7,0.0,0.0,0.1,0.3,0.8,1.1,0.2,0.1,0.3,0.4,1
Ricky Pierce,39,6.8,2.2,0.8,2.3,0.0,0.2,0.5,0.8,0.4,0.5,0.4,0.2,0.1,0.5,1
Mark McNamara,36,5.1,2.2,0.8,1.8,0.0,0.0,0.6,1.3,0.9,1.2,0.2,0.1,0.1,1.0,1
Scott Hastings,31,4.5,1.2,0.4,1.2,0.0,0.1,0.4,0.6,0.5,0.8,0.1,0.2,0.0,0.3,1
Oliver Robinson,35,4.2,2.9,1.0,2.8,0.0,0.3,0.9,1.3,0.2,0.3,0.6,0.1,0.1,0.4,0
Kelly Tripucka,82,37.5,21.6,7.8,15.6,0.1,0.3,6.0,7.6,2.7,2.7,3.3,1.1,0.2,3.4,1
Buck Williams,82,34.5,15.5,6.3,10.7,0.0,0.0,3.0,4.7,4.2,8.0,1.3,1.0,1.0,2.9,1
Isiah Thomas*,72,33.8,17.0,6.3,14.8,0.2,0.8,4.2,6.0,0.8,2.1,7.8,2.1,0.2,4.2,1
Tom Chambers,81,33.1,17.2,6.8,13.0,0.0,0.0,3.5,5.7,2.6,4.3,1.8,0.7,0.6,2.7,1
Jay Vincent,81,32.4,21.4,8.9,17.9,0.0,0.0,3.6,5.0,2.2,4.7,2.2,1.1,0.3,2.4,1
Mark Aguirre,51,28.8,18.7,7.5,16.1,0.5,1.4,3.3,4.8,1.7,3.1,3.2,0.7,0.4,2.6,1
Herb Williams,82,27.8,11.5,5.0,10.4,0.0,0.1,1.5,2.3,2.1,5.2,1.7,0.7,2.2,1.7,1
Jeff Ruland,82,27.0,14.4,5.1,9.1,0.0,0.0,4.2,5.5,3.1,6.2,1.6,0.5,0.7,2.9,1
Frank Johnson,79,25.7,10.7,4.3,10.3,0.2,1.0,1.9,2.6,0.4,1.4,4.8,1.0,0.1,2.0,1
Elston Turner,80,25.0,8.3,3.5,8.0,0.0,0.1,1.2,1.7,1.8,2.0,2.4,0.9,0.0,1.4,1
Steve Johnson,78,22.3,12.8,5.1,8.3,0.0,0.0,2.7,4.2,1.9,3.9,1.2,0.5,1.1,2.5,1
Albert King,76,22.3,12.1,5.1,10.7,0.0,0.2,1.8,2.3,1.4,2.7,1.9,0.8,0.5,2.4,1
Gene Banks,80,21.3,9.6,3.9,8.2,0.0,0.1,1.8,2.7,2.0,3.2,1.8,0.7,0.2,1.3,1
Eddie Johnson,74,20.5,9.3,4.0,8.7,0.0,0.1,1.3,2.0,1.7,2.6,1.5,0.7,0.2,1.3,1
Danny Schayes,82,19.8,7.9,3.1,6.4,0.0,0.0,1.7,2.3,1.6,3.6,1.8,0.6,0.9,1.8,1
Rudy Macklin,79,19.2,7.0,2.7,6.1,0.0,0.0,1.7,2.2,1.4,1.9,0.6,0.5,0.3,1.4,0
Sam Williams,59,18.2,6.1,2.6,4.7,0.0,0.0,0.8,1.5,1.5,3.7,0.6,0.8,1.3,1.1,0
Kurt Rambis,64,17.7,4.6,1.8,3.6,0.0,0.0,0.9,1.8,1.8,3.6,0.9,0.9,1.2,1.2,1
Kurt Nimphius,63,17.2,5.3,2.2,4.7,0.0,0.0,1.0,1.7,1.5,3.2,1.0,0.3,1.3,0.9,1
Pete Verhoeven,71,17.0,4.9,2.1,4.2,0.0,0.0,0.7,1.0,1.5,2.1,0.7,0.6,0.3,0.8,1
Darnell Valentine,82,16.9,6.4,2.3,5.5,0.0,0.1,1.9,2.4,0.6,1.2,3.3,1.1,0.0,1.6,1
Jim Brogan,63,16.3,6.3,2.6,5.8,0.1,0.5,1.0,1.3,1.0,0.9,2.5,0.8,0.2,1.3,0
John Douglas,64,16.1,7.0,2.8,6.1,0.3,0.9,1.0,1.6,0.4,1.0,2.3,0.8,0.1,1.4,0
Kevin Loder,71,16.0,6.9,2.9,6.3,0.0,0.2,1.1,1.5,1.0,1.8,1.2,0.5,0.4,1.0,0
Orlando Woolridge,75,15.8,7.3,2.7,5.3,0.0,0.0,1.9,2.7,1.1,1.9,1.1,0.3,0.3,1.4,1
Alton Lister,80,14.8,4.5,1.9,3.6,0.0,0.0,0.8,1.5,1.4,3.5,1.1,0.2,1.5,1.6,1
Larry Nance,80,14.8,6.6,2.8,5.5,0.0,0.0,0.9,1.5,1.2,2.0,1.0,0.5,0.9,1.3,1
Danny Vranes,77,14.0,4.9,1.9,3.4,0.0,0.0,1.2,1.9,0.9,1.6,0.7,0.4,0.3,0.9,1
Ed Rains,49,13.0,3.9,1.6,3.6,0.0,0.0,0.8,1.3,0.8,0.9,0.8,0.4,0.0,0.5,0
Peyton Siva,24,9.3,2.3,0.8,2.4,0.3,1.0,0.5,0.6,0.1,0.5,1.4,0.4,0.0,0.8,0
Jim Smith,72,11.9,2.9,1.2,2.3,0.0,0.0,0.5,1.2,1.0,1.5,0.6,0.3,0.7,0.7,0
Jeff Lamp,54,11.4,4.6,1.9,3.6,0.0,0.0,0.9,1.1,0.4,0.7,0.5,0.3,0.0,0.8,1
Ray Blume,49,11.1,4.6,2.1,4.5,0.1,0.4,0.4,0.6,0.3,0.6,1.4,0.5,0.0,1.1,0
Garry Witts,46,10.7,2.9,1.1,1.8,0.0,0.0,0.7,0.9,0.6,0.7,0.8,0.4,0.1,0.8,0
Charlie Davis,54,10.6,3.8,1.6,3.4,0.0,0.0,0.6,0.7,1.0,1.5,0.6,0.2,0.2,0.8,0
Danny Ainge,53,10.6,4.1,1.5,4.2,0.1,0.3,1.1,1.2,0.5,0.6,1.6,0.7,0.1,1.0,1
Mike McGee,39,9.0,4.9,2.1,4.4,0.0,0.1,0.8,1.4,0.9,0.4,0.4,0.5,0.1,0.9,1
Mark Radford,43,8.6,3.4,1.3,2.3,0.0,0.1,0.8,1.6,0.3,0.4,1.3,0.4,0.1,1.0,0
Alex Bradley,39,8.5,3.5,1.4,2.6,0.0,0.0,0.7,1.2,0.8,0.9,0.3,0.3,0.1,0.7,0
Reggie Bullock,43,9.2,2.7,1.0,2.8,0.5,1.7,0.2,0.2,0.3,1.0,0.3,0.2,0.0,0.3,0
Howard Wood,42,8.1,3.4,1.3,2.9,0.0,0.0,0.8,1.2,0.5,1.0,0.2,0.2,0.1,0.4,0
Franklin Edwards,42,6.9,3.6,1.5,3.6,0.0,0.2,0.5,0.6,0.2,0.4,1.1,0.4,0.1,0.6,1
Bobby Cattage,49,6.9,3.1,1.2,2.8,0.0,0.0,0.6,0.8,0.4,1.0,0.1,0.1,0.0,0.4,0
Charles Bradley,51,6.6,3.0,1.1,2.4,0.0,0.0,0.8,1.2,0.2,0.5,0.4,0.3,0.1,0.7,0
Kevin McKenna,36,6.6,1.9,0.8,2.4,0.0,0.1,0.3,0.5,0.5,0.3,0.4,0.3,0.1,0.6,1
Joe Barry Carroll,82,35.6,18.9,7.5,15.3,0.0,0.0,3.8,5.4,3.3,5.9,1.4,0.6,1.5,3.0,1
Darrell Griffith,81,35.4,20.6,8.8,19.1,0.1,0.6,2.8,4.0,1.0,2.6,2.4,1.3,0.5,2.9,1
Larry Smith,82,31.4,9.6,3.7,7.2,0.0,0.0,2.2,3.7,5.3,6.8,1.1,0.8,0.8,1.8,1
Mike O'Koren,79,31.3,11.0,4.6,9.5,0.1,0.2,1.7,2.7,2.3,3.8,3.2,1.1,0.3,1.9,1
Kelvin Ransey,80,30.4,15.2,6.6,14.5,0.0,0.4,2.1,2.7,0.5,1.9,6.9,1.1,0.1,2.9,1
Malcolm Delaney,33,16.4,5.3,2.0,5.3,0.2,1.4,1.1,1.3,0.2,1.5,2.8,0.4,0.0,1.5,0
Otto Porter,37,8.6,2.1,0.9,2.5,0.1,0.6,0.2,0.3,0.6,1.0,0.3,0.2,0.0,0.4,0
Bill Laimbeer,81,30.4,9.8,4.2,8.3,0.0,0.0,1.4,1.9,3.3,5.3,2.7,0.7,1.0,1.6,1
Michael Brooks,82,30.2,14.7,6.0,12.4,0.0,0.1,2.8,3.9,2.6,2.8,2.5,1.2,0.4,2.0,1
Mike Gminski,56,28.2,13.2,5.2,12.3,0.0,0.0,2.8,3.6,2.4,5.0,1.3,1.0,1.8,2.3,1
Darwin Cook,81,24.4,11.2,4.7,10.1,0.1,0.3,1.6,2.2,1.2,1.7,3.7,1.7,0.4,2.2,1
Andrew Toney,75,23.6,12.9,5.3,10.7,0.1,0.4,2.1,3.0,0.4,1.5,3.6,0.8,0.1,2.9,1
Cedrick Hordges,68,23.5,8.4,3.3,7.1,0.0,0.0,1.9,2.7,1.8,5.0,1.5,0.5,0.3,1.8,0
Calvin Garrett,70,23.4,6.1,2.7,5.9,0.0,0.0,0.7,0.9,1.2,2.6,1.9,0.7,0.1,1.3,0
Don Collins,81,22.8,11.5,4.4,10.0,0.0,0.1,2.6,3.4,1.6,1.7,2.3,1.3,0.3,2.1,1
Louis Orr,82,21.8,10.5,4.2,8.6,0.0,0.1,2.0,2.5,2.1,2.3,1.6,0.7,0.3,1.5,1
Reggie Johnson,79,21.7,10.2,4.3,8.6,0.0,0.0,1.6,2.4,1.7,2.9,1.0,0.6,0.6,1.6,0
Larry Drew,76,20.8,6.6,2.6,6.4,0.1,0.2,1.4,1.8,0.3,1.3,3.3,1.2,0.1,2.2,1
Kevin McHale*,82,20.1,10.0,4.3,8.1,0.0,0.0,1.3,1.9,1.9,2.5,0.7,0.3,1.8,1.3,1
Lowes Moore,71,19.8,7.0,3.0,6.7,0.1,0.4,1.0,1.3,0.6,1.8,3.2,0.9,0.2,1.5,0
Wayne Robinson,81,19.7,7.9,2.9,6.3,0.0,0.1,2.2,3.0,1.4,2.2,1.4,0.6,0.3,1.8,0
Johnny Moore,82,19.2,7.4,3.0,6.3,0.0,0.2,1.3,2.1,0.7,1.7,4.5,1.5,0.3,1.9,1
Jeff Wilkins,56,18.9,4.7,2.1,4.6,0.0,0.0,0.5,0.7,1.1,3.8,0.7,0.6,0.8,1.1,1
Kyle Macy,82,17.9,8.1,3.3,6.5,0.1,0.6,1.3,1.5,0.5,1.1,2.0,0.9,0.1,1.2,1
Bill Hanzlik,74,17.0,5.4,1.9,3.9,0.0,0.1,1.6,2.0,0.9,1.2,1.5,0.8,0.3,1.1,1
Solomon Hill,28,8.1,1.7,0.6,1.4,0.3,0.8,0.2,0.3,0.3,1.1,0.4,0.2,0.1,0.5,0
Edgar Jones,60,15.8,8.7,3.2,6.0,0.0,0.1,2.4,3.6,1.5,2.9,0.7,0.6,1.4,1.7,1
Sam Worthen,64,14.8,3.7,1.5,3.0,0.0,0.1,0.7,0.9,0.3,1.5,1.8,0.9,0.1,1.4,0
James Johnson,68,14.4,5.3,1.9,3.5,0.0,0.0,1.5,2.5,1.6,3.0,0.6,0.1,1.1,1.0,1
James Johnson,65,11.6,3.9,1.5,3.2,0.2,0.7,0.8,1.1,0.5,1.4,0.7,0.3,0.7,0.9,1
Lorenzo Romar,53,13.7,4.1,1.6,4.0,0.0,0.1,0.8,1.2,0.2,0.9,2.6,0.5,0.1,1.0,1
Rick Mahorn,52,13.4,4.8,2.1,4.2,0.0,0.0,0.5,0.8,1.3,2.8,0.5,0.4,0.8,0.7,1
Rickey Brown,45,12.9,4.0,1.8,3.6,0.0,0.0,0.4,0.5,1.2,2.5,0.5,0.2,0.3,0.7,1
Butch Carter,54,12.4,5.6,2.1,4.6,0.1,0.2,1.3,1.8,0.6,0.6,1.0,0.4,0.0,0.9,1
Mike Woodson,81,11.7,4.7,2.0,4.6,0.0,0.1,0.6,0.8,0.4,0.8,0.9,0.4,0.1,0.7,1
John Duren,40,11.5,1.8,0.8,2.5,0.0,0.0,0.1,0.2,0.2,0.7,1.4,0.5,0.1,0.9,0
James Wilkes,48,11.3,4.1,1.8,3.8,0.0,0.0,0.6,0.9,0.8,1.3,0.6,0.5,0.3,0.7,0
Shabazz Muhammad,37,7.8,3.9,1.5,3.4,0.1,0.3,0.7,1.1,0.6,0.8,0.2,0.2,0.0,0.4,0
DeWayne Scales,44,11.0,4.9,2.1,5.1,0.0,0.1,0.6,0.9,1.1,1.9,0.2,0.3,0.1,0.7,0
Craig Shelton,55,10.7,4.3,1.8,4.0,0.0,0.0,0.6,1.1,1.1,1.4,0.5,0.3,0.1,1.1,0
Earl Cureton,52,10.2,4.2,1.8,3.9,0.0,0.0,0.6,1.2,1.0,2.0,0.5,0.4,0.4,0.6,1
Billy Reid,59,10.1,3.2,1.4,3.1,0.0,0.1,0.4,0.7,0.5,0.6,1.2,0.6,0.1,1.3,0
Jerry Sichting,47,9.6,2.0,0.7,2.0,0.0,0.1,0.5,0.7,0.2,0.7,1.5,0.5,0.0,0.6,1
Reggie Carter,60,8.9,2.8,1.0,3.0,0.0,0.1,0.9,1.2,0.5,0.7,1.3,0.4,0.0,0.6,0
Mike Harper,55,8.4,2.7,1.0,2.5,0.0,0.1,0.7,1.5,0.5,1.2,0.3,0.4,0.4,0.6,0
Mike Niles,44,5.3,2.6,1.1,3.1,0.0,0.1,0.4,0.8,0.6,0.7,0.3,0.2,0.0,0.6,0
Toure' Murry,51,7.3,2.7,1.1,2.5,0.1,0.2,0.5,0.8,0.3,0.6,1.0,0.4,0.0,0.7,0
Dionte Christmas,31,6.4,2.3,0.7,2.0,0.3,1.0,0.6,0.8,0.4,0.8,0.3,0.1,0.1,0.2,0
Damian Lillard,82,38.6,19.0,6.7,15.7,2.3,6.1,3.3,3.9,0.5,2.6,6.5,0.9,0.2,3.0,1
Bradley Beal,56,31.2,13.9,5.0,12.3,1.6,4.2,2.2,2.8,0.8,3.0,2.4,0.9,0.5,1.6,1
Semaj Christon,33,15.6,3.0,1.3,4.0,0.2,1.1,0.3,0.5,0.4,1.0,2.5,0.4,0.1,0.7,0
Anthony Davis,64,28.8,13.5,5.5,10.6,0.0,0.1,2.6,3.5,2.6,5.6,1.0,1.2,1.8,1.4,1
Dion Waiters,61,28.8,14.7,5.5,13.4,1.0,3.3,2.6,3.5,0.4,2.1,3.0,1.0,0.3,2.0,1
Kyle Singler,82,28.0,8.8,3.4,7.8,0.9,2.4,1.2,1.5,1.3,2.7,0.9,0.7,0.5,1.2,1
Tyler Zeller,77,26.4,7.9,3.2,7.3,0.0,0.1,1.6,2.0,2.1,3.6,1.2,0.5,0.9,1.2,1
Maurice Harkless,76,26.0,8.2,3.4,7.4,0.4,1.5,1.0,1.7,1.6,2.8,0.7,1.2,0.8,0.9,1
Michael Kidd-Gilchrist,78,26.0,9.0,3.6,7.9,0.0,0.1,1.8,2.4,1.7,4.2,1.5,0.7,0.9,1.3,1
Harrison Barnes,81,25.4,9.2,3.4,7.8,0.6,1.8,1.8,2.3,0.7,3.5,1.2,0.6,0.2,1.3,1
Austin Rivers,61,23.2,6.2,2.4,6.4,0.5,1.4,1.0,1.8,0.3,1.5,2.1,0.4,0.1,1.2,1
Caris LeVert,12,15.5,4.7,1.6,4.4,0.8,2.6,0.7,1.0,0.3,2.3,1.3,0.9,0.2,0.6,0
Andre Drummond,60,20.7,7.9,3.5,5.7,0.0,0.0,1.0,2.7,2.8,4.8,0.5,1.0,1.6,0.9,1
Jared Sullinger,45,19.8,6.0,2.5,5.0,0.0,0.1,1.0,1.4,2.0,3.8,0.8,0.5,0.5,0.6,0
Meyers Leonard,69,17.5,5.5,2.2,4.0,0.0,0.1,1.0,1.3,1.2,2.5,0.5,0.2,0.6,0.7,1
Patrick Beverley,41,17.4,5.6,1.9,4.6,0.9,2.3,0.8,1.0,1.1,1.6,2.9,0.9,0.5,1.1,1
Jae Crowder,78,17.3,5.0,1.8,4.7,0.8,2.5,0.6,0.9,0.4,1.9,1.2,0.8,0.2,0.6,1
Brian Roberts,78,17.0,7.1,2.7,6.6,0.8,2.0,0.9,1.0,0.2,1.0,2.8,0.5,0.0,0.9,1
Terrence Ross,73,17.0,6.4,2.5,6.3,0.9,2.7,0.4,0.6,0.5,1.5,0.7,0.6,0.2,0.7,1
Chris Copeland,56,15.4,8.7,3.3,6.8,1.1,2.5,1.1,1.5,0.6,1.5,0.5,0.3,0.2,0.9,0
Thomas Robinson,70,15.1,4.8,2.0,4.6,0.0,0.0,0.8,1.6,1.7,2.8,0.7,0.6,0.4,1.3,1
John Jenkins,61,14.8,6.1,2.1,4.8,0.9,2.3,1.0,1.1,0.3,1.3,0.9,0.2,0.2,0.7,1
Kendall Marshall,48,14.6,3.0,1.2,3.1,0.5,1.5,0.2,0.3,0.1,0.8,3.0,0.5,0.1,1.2,0
Draymond Green,79,13.4,2.9,1.1,3.3,0.2,0.8,0.6,0.7,0.7,2.6,0.7,0.5,0.3,0.7,1
Darius Miller,52,13.3,2.3,0.8,2.1,0.4,1.1,0.2,0.2,0.2,1.3,0.8,0.3,0.2,0.4,0
John Henson,63,13.1,6.0,2.6,5.3,0.0,0.0,0.9,1.7,1.8,2.9,0.5,0.3,0.7,0.8,1
Sheldon McClellan,11,13.7,4.8,1.5,3.7,0.3,1.4,1.5,1.6,0.2,0.7,0.8,0.5,0.1,0.2,0
DeQuan Jones,63,12.7,3.7,1.5,3.5,0.1,0.6,0.5,0.8,0.3,1.4,0.3,0.3,0.3,0.5,0
Doron Lamb,47,12.3,3.3,1.3,3.5,0.3,0.8,0.4,0.7,0.2,0.8,0.7,0.3,0.0,0.6,0
Will Barton,73,12.2,4.0,1.6,4.2,0.1,0.9,0.7,0.9,0.5,1.5,0.8,0.5,0.1,0.8,1
Orlando Johnson,51,12.1,4.0,1.4,3.5,0.7,1.8,0.5,0.6,0.4,1.8,0.9,0.2,0.2,0.6,0
Arnett Moultrie,47,11.5,3.7,1.7,2.9,0.0,0.0,0.4,0.6,1.6,1.5,0.2,0.4,0.2,0.4,0
Kyle O'Quinn,57,11.2,4.1,1.8,3.5,0.0,0.0,0.5,0.8,1.1,2.5,0.9,0.2,0.5,0.7,1
Bernard James,46,9.9,2.8,1.2,2.2,0.0,0.0,0.5,0.9,1.1,1.7,0.1,0.3,0.8,0.4,0
Kim English,41,9.9,2.9,1.0,2.7,0.3,1.2,0.5,0.7,0.2,0.7,0.6,0.4,0.1,0.5,0
Rodney McGruder,30,25.7,5.8,2.1,5.3,0.8,2.6,0.7,1.0,1.5,2.0,1.5,0.7,0.3,0.7,0
Mike Scott,40,9.4,4.6,1.8,3.7,0.0,0.0,1.1,1.4,1.0,1.8,0.3,0.1,0.1,0.5,1
Marquis Teague,48,8.2,2.1,0.9,2.4,0.1,0.5,0.2,0.3,0.1,0.9,1.3,0.2,0.1,0.7,0
Tony Wroten,35,7.8,2.6,0.9,2.5,0.1,0.5,0.6,0.8,0.4,0.4,1.2,0.2,0.1,0.8,0
Maalik Wayns,27,7.5,2.8,1.0,3.3,0.3,1.1,0.6,0.7,0.0,0.2,1.0,0.2,0.0,0.6,0
Jeremy Lamb,23,6.4,3.1,1.0,3.0,0.4,1.3,0.6,0.6,0.2,0.6,0.2,0.1,0.1,0.3,1
Brandon Knight,66,32.3,12.8,4.8,11.7,1.6,4.2,1.6,2.1,0.5,2.7,3.8,0.7,0.1,2.6,1
MarShon Brooks,56,29.4,12.6,4.9,11.4,0.8,2.7,2.0,2.6,1.3,2.3,2.3,0.9,0.3,2.1,0
Iman Shumpert,59,28.9,9.5,3.6,9.1,0.8,2.7,1.5,1.8,0.7,2.4,2.8,1.7,0.1,1.9,1
Chandler Parsons,63,28.6,9.5,3.9,8.7,1.0,2.8,0.7,1.2,1.4,3.3,2.1,1.2,0.5,1.3,1
Kemba Walker,66,27.2,12.1,4.3,11.6,1.0,3.4,2.5,3.2,0.5,3.1,4.4,0.9,0.3,1.8,1
Isaiah Thomas,65,25.5,11.5,3.9,8.8,1.3,3.4,2.4,2.8,0.7,1.8,4.1,0.8,0.1,1.6,1
Klay Thompson,66,24.4,12.5,4.8,10.9,1.7,4.1,1.2,1.4,0.4,2.1,2.0,0.7,0.3,1.6,1
Kawhi Leonard,64,24.0,7.9,3.1,6.3,0.6,1.7,1.1,1.4,1.6,3.5,1.1,1.3,0.4,0.7,1
Wade Baldwin,22,13.5,3.5,1.2,3.8,0.1,0.8,1.0,1.3,0.3,1.1,2.1,0.6,0.3,1.3,0
